sentence,start_index,stop_index
Je m'apprête à partir de Grenoble à Bordeaux.,"(25, 33)","(36, 44)"
Odyssée depuis Toulon en direction de Rouen.,"(15, 21)","(38, 43)"
Je planifie de me déplacer de Mulhouse vers Nice.,"(30, 38)","(44, 48)"
Je quitte Lyon pour Marseille.,"(10, 14)","(20, 29)"
Je suis en route de Saint-Paul vers Limoges.,"(20, 30)","(36, 43)"
Je suis en route de Vitry-sur-Seine vers Aix-en-Provence.,"(20, 35)","(41, 56)"
Aventure de Nancy à Paris.,"(12, 17)","(20, 25)"
J'envisage un déplacement de Annecy à Argenteuil.,"(29, 35)","(38, 48)"
Voyage sans escale de Le Havre à Créteil.,"(22, 30)","(33, 40)"
Départ de Nancy pour un voyage direct à Aix-en-Provence.,"(10, 15)","(40, 55)"
Départ de Le Mans pour un voyage direct à Nantes.,"(10, 17)","(42, 48)"
Il est prévu que je me rende de Dijon à Amiens.,"(32, 37)","(40, 46)"
Trajet initial de Mulhouse en direction de Montreuil.,"(18, 26)","(43, 52)"
J'envisage un déplacement de Nice à Reims.,"(29, 33)","(36, 41)"
Je dois effectuer le trajet de Besançon à Tourcoing.,"(31, 39)","(42, 51)"
Trajet initial de Angers en direction de Poitiers.,"(18, 24)","(41, 49)"
Départ de Saint-Étienne pour un voyage direct à Metz.,"(10, 23)","(48, 52)"
Escapade de Strasbourg à Poitiers.,"(12, 22)","(25, 33)"
Je planifie de me déplacer de Argenteuil vers Perpignan.,"(30, 40)","(46, 55)"
Je projette de quitter Le Havre pour Montpellier.,"(23, 31)","(37, 48)"
Il est prévu que je me rende de Le Mans à Grenoble.,"(32, 39)","(42, 50)"
Je projette de quitter Nantes pour Nice.,"(23, 29)","(35, 39)"
Je m'apprête à partir de Lyon à Saint-Denis.,"(25, 29)","(32, 43)"
Mon départ est prévu de Nice à destination de Nîmes.,"(24, 28)","(46, 51)"
Je veux aller de Lyon à Poitiers.,"(17, 21)","(24, 32)"
Je compte quitter Montpellier pour Dijon.,"(18, 29)","(35, 40)"
Je commence mon périple à Le Mans pour finir à Rouen.,"(26, 33)","(47, 52)"
J'envisage un déplacement de Nantes à Nancy.,"(29, 35)","(38, 43)"
Escapade de Nantes à Saint-Paul.,"(12, 18)","(21, 31)"
Je vais de Nancy à Le Havre.,"(11, 16)","(19, 27)"
Je projette de quitter Rennes pour Nancy.,"(23, 29)","(35, 40)"
Mon départ est prévu de Toulouse à destination de Lyon.,"(24, 32)","(50, 54)"
Je planifie un trajet de Nouméa à Bordeaux.,"(25, 31)","(34, 42)"
Escapade de Clermont-Ferrand à Poitiers.,"(12, 28)","(31, 39)"
Je suis en route de Tourcoing vers Vitry-sur-Seine.,"(20, 29)","(35, 50)"
Je suis en route de Perpignan vers Roubaix.,"(20, 29)","(35, 42)"
Je planifie de me déplacer de Rennes vers Paris.,"(30, 36)","(42, 47)"
Je planifie un trajet de Clermont-Ferrand à Marseille.,"(25, 41)","(44, 53)"
Trajet initial de Créteil en direction de Nantes.,"(18, 25)","(42, 48)"
Départ de Boulogne-Billancourt pour un voyage direct à Toulouse.,"(10, 30)","(55, 63)"
Aventure de Avignon à Paris.,"(12, 19)","(22, 27)"
Je prévois de voyager de Angers à Toulon.,"(25, 31)","(34, 40)"
Départ de Nîmes à Nantes.,"(10, 15)","(18, 24)"
Départ de Mulhouse pour un voyage direct à Perpignan.,"(10, 18)","(43, 52)"
Je m'apprête à partir de Boulogne-Billancourt à Vitry-sur-Seine.,"(25, 45)","(48, 63)"
Mon itinéraire est de Rennes à Saint-Paul.,"(22, 28)","(31, 41)"
Aventure de Toulon à Argenteuil.,"(12, 18)","(21, 31)"
Je vais partir de Paris à destination de Nouméa.,"(18, 23)","(41, 47)"
Je vais de Toulon à Roubaix.,"(11, 17)","(20, 27)"
Départ de Clermont-Ferrand à Saint-Paul.,"(10, 26)","(29, 39)"
Trajet initial de Nantes en direction de Metz.,"(18, 24)","(41, 45)"
Je projette de quitter Limoges pour Nouméa.,"(23, 30)","(36, 42)"
Je planifie un trajet de Aix-en-Provence à Lyon.,"(25, 40)","(43, 47)"
Je vais partir de Créteil à destination de Saint-Denis.,"(18, 25)","(43, 54)"
Promenade depuis Metz vers Caen.,"(17, 21)","(27, 31)"
Mon itinéraire est de Besançon à Rennes.,"(22, 30)","(33, 39)"
Mon intention est de voyager de Nice à Argenteuil.,"(32, 36)","(39, 49)"
Trajet initial de Metz en direction de Villeurbanne.,"(18, 22)","(39, 51)"
Promenade depuis Metz vers Brest.,"(17, 21)","(27, 32)"
Je suis en route de Dunkerque vers Paris.,"(20, 29)","(35, 40)"
Je vais de Poitiers à Dijon.,"(11, 19)","(22, 27)"
Je vais de Villeurbanne à Nîmes.,"(11, 23)","(26, 31)"
Mon départ est prévu de Metz à destination de Saint-Denis.,"(24, 28)","(46, 57)"
Je vais partir de Villeurbanne à destination de Roubaix.,"(18, 30)","(48, 55)"
Je m'apprête à partir de Bordeaux à Toulouse.,"(25, 33)","(36, 44)"
Mon itinéraire est de Orléans à Nanterre.,"(22, 29)","(32, 40)"
Je compte quitter Aix-en-Provence pour Saint-Étienne.,"(18, 33)","(39, 52)"
Je planifie de me déplacer de Metz vers Angers.,"(30, 34)","(40, 46)"
Je pars de Villeurbanne pour arriver à Marseille.,"(11, 23)","(39, 48)"
Escapade de Boulogne-Billancourt à Le Mans.,"(12, 32)","(35, 42)"
Je commence mon périple à Tours pour finir à Nouméa.,"(26, 31)","(45, 51)"
Voyage sans escale de Montreuil à Marseille.,"(22, 31)","(34, 43)"
Périples de Villeurbanne à Aix-en-Provence.,"(12, 24)","(27, 42)"
Je compte quitter Amiens pour Limoges.,"(18, 24)","(30, 37)"
Je m'apprête à partir de Saint-Étienne à Roubaix.,"(25, 38)","(41, 48)"
Course rapide de Créteil à Dunkerque.,"(17, 24)","(27, 36)"
Je planifie de me déplacer de Montpellier vers Besançon.,"(30, 41)","(47, 55)"
Aventure de Mulhouse à Rouen.,"(12, 20)","(23, 28)"
Périples de Rouen à Le Havre.,"(12, 17)","(20, 28)"
Parti de Montpellier pour atteindre Poitiers.,"(9, 20)","(36, 44)"
Mon départ est prévu de Tours à destination de Nantes.,"(24, 29)","(47, 53)"
Je prévois de voyager de Saint-Denis à Dunkerque.,"(25, 36)","(39, 48)"
Départ de Le Havre à Saint-Étienne.,"(10, 18)","(21, 34)"
Mon voyage débute à Amiens et se termine à Villeurbanne.,"(20, 26)","(43, 55)"
Je planifie de me déplacer de Amiens vers Le Mans.,"(30, 36)","(42, 49)"
Je suis en route de Besançon vers Roubaix.,"(20, 28)","(34, 41)"
Départ de Reims à Villeurbanne.,"(10, 15)","(18, 30)"
Voyage sans escale de Argenteuil à Vitry-sur-Seine.,"(22, 32)","(35, 50)"
Départ de Saint-Paul pour un voyage direct à Caen.,"(10, 20)","(45, 49)"
Je veux aller de Angers à Saint-Étienne.,"(17, 23)","(26, 39)"
Mon voyage débute à Saint-Paul et se termine à Créteil.,"(20, 30)","(47, 54)"
Voyage sans escale de Toulouse à Metz.,"(22, 30)","(33, 37)"
Parti de Poitiers pour atteindre Argenteuil.,"(9, 17)","(33, 43)"
J'envisage un déplacement de Clermont-Ferrand à Avignon.,"(29, 45)","(48, 55)"
Randonnée de Villeurbanne jusqu'à Reims.,"(13, 25)","(34, 39)"
Mon voyage débute à Nancy et se termine à Perpignan.,"(20, 25)","(42, 51)"
Escapade de Reims à Lyon.,"(12, 17)","(20, 24)"
Randonnée de Nice jusqu'à Bordeaux.,"(13, 17)","(26, 34)"
Je planifie de me déplacer de Rennes vers Annecy.,"(30, 36)","(42, 48)"
Mon itinéraire est de Rouen à Orléans.,"(22, 27)","(30, 37)"
Je suis en route de Villeurbanne vers Dijon.,"(20, 32)","(38, 43)"
Départ de Metz à Lille.,"(10, 14)","(17, 22)"
Je projette de quitter Rennes pour Saint-Étienne.,"(23, 29)","(35, 48)"
Je projette de quitter Saint-Denis pour Nice.,"(23, 34)","(40, 44)"
Odyssée depuis Villeurbanne en direction de Nouméa.,"(15, 27)","(44, 50)"
Promenade depuis Le Havre vers Limoges.,"(17, 25)","(31, 38)"
Voyage sans escale de Toulon à Rouen.,"(22, 28)","(31, 36)"
Course rapide de Montpellier à Roubaix.,"(17, 28)","(31, 38)"
Départ de Aix-en-Provence à Nantes.,"(10, 25)","(28, 34)"
Mon départ est prévu de Clermont-Ferrand à destination de Le Havre.,"(24, 40)","(58, 66)"
Je veux aller de Argenteuil à Bordeaux.,"(17, 27)","(30, 38)"
Je pars de Toulon pour arriver à Orléans.,"(11, 17)","(33, 40)"
Mon voyage débute à Tours et se termine à Aix-en-Provence.,"(20, 25)","(42, 57)"
Je planifie un trajet de Dunkerque à Caen.,"(25, 34)","(37, 41)"
Je commence mon périple à Mulhouse pour finir à Aix-en-Provence.,"(26, 34)","(48, 63)"
Je vais partir de Saint-Étienne à destination de Saint-Denis.,"(18, 31)","(49, 60)"
Je souhaite me rendre de Amiens à Saint-Denis.,"(25, 31)","(34, 45)"
Escapade de Le Havre à Nancy.,"(12, 20)","(23, 28)"
Je pars de Dijon pour arriver à Metz.,"(11, 16)","(32, 36)"
Je planifie un trajet de Toulouse à Nanterre.,"(25, 33)","(36, 44)"
Course rapide de Argenteuil à Clermont-Ferrand.,"(17, 27)","(30, 46)"
Je planifie un trajet de Caen à Annecy.,"(25, 29)","(32, 38)"
Je souhaite me rendre de Saint-Denis à Nîmes.,"(25, 36)","(39, 44)"
Je veux aller de Metz à Nîmes.,"(17, 21)","(24, 29)"
Trajet initial de Nîmes en direction de Nancy.,"(18, 23)","(40, 45)"
Je quitte Annecy pour Nanterre.,"(10, 16)","(22, 30)"
Je compte quitter Nouméa pour Besançon.,"(18, 24)","(30, 38)"
Je vais de Grenoble à Saint-Étienne.,"(11, 19)","(22, 35)"
Je quitte Nancy pour Caen.,"(10, 15)","(21, 25)"
Aventure de Saint-Denis à Créteil.,"(12, 23)","(26, 33)"
Je suis en route de Metz vers Toulouse.,"(20, 24)","(30, 38)"
Mon voyage débute à Toulouse et se termine à Dijon.,"(20, 28)","(45, 50)"
Mon départ est prévu de Saint-Étienne à destination de Nantes.,"(24, 37)","(55, 61)"
Mon voyage débute à Annecy et se termine à Clermont-Ferrand.,"(20, 26)","(43, 59)"
Je prévois de voyager de Toulouse à Reims.,"(25, 33)","(36, 41)"
Aventure de Nîmes à Mulhouse.,"(12, 17)","(20, 28)"
Je souhaite me rendre de Vitry-sur-Seine à Perpignan.,"(25, 40)","(43, 52)"
Promenade depuis Montpellier vers Le Mans.,"(17, 28)","(34, 41)"
Départ de Rouen à Créteil.,"(10, 15)","(18, 25)"
Départ de Nîmes pour un voyage direct à Angers.,"(10, 15)","(40, 46)"
Aventure de Le Mans à Metz.,"(12, 19)","(22, 26)"
Randonnée de Aix-en-Provence jusqu'à Annecy.,"(13, 28)","(37, 43)"
Je suis en route de Clermont-Ferrand vers Aix-en-Provence.,"(20, 36)","(42, 57)"
Je pars de Clermont-Ferrand pour arriver à Boulogne-Billancourt.,"(11, 27)","(43, 63)"
Je prévois de voyager de Roubaix à Vitry-sur-Seine.,"(25, 32)","(35, 50)"
Trajet initial de Toulouse en direction de Angers.,"(18, 26)","(43, 49)"
Mon intention est de voyager de Reims à Orléans.,"(32, 37)","(40, 47)"
Promenade depuis Montreuil vers Saint-Denis.,"(17, 26)","(32, 43)"
J'envisage un déplacement de Angers à Dunkerque.,"(29, 35)","(38, 47)"
Je prévois de voyager de Metz à Le Mans.,"(25, 29)","(32, 39)"
Aventure de Aix-en-Provence à Perpignan.,"(12, 27)","(30, 39)"
Je suis en route de Amiens vers Vitry-sur-Seine.,"(20, 26)","(32, 47)"
Je commence mon périple à Argenteuil pour finir à Nouméa.,"(26, 36)","(50, 56)"
Mon voyage débute à Nouméa et se termine à Strasbourg.,"(20, 26)","(43, 53)"
Je compte quitter Montreuil pour Mulhouse.,"(18, 27)","(33, 41)"
Je m'apprête à partir de Angers à Nancy.,"(25, 31)","(34, 39)"
Randonnée de Toulouse jusqu'à Aix-en-Provence.,"(13, 21)","(30, 45)"
Course rapide de Nanterre à Toulouse.,"(17, 25)","(28, 36)"
Je dois me déplacer de Montpellier à Le Mans.,"(23, 34)","(37, 44)"
Parti de Strasbourg pour atteindre Villeurbanne.,"(9, 19)","(35, 47)"
Je planifie un trajet de Tours à Rennes.,"(25, 30)","(33, 39)"
Il est prévu que je me rende de Nanterre à Toulon.,"(32, 40)","(43, 49)"
Promenade depuis Mulhouse vers Villeurbanne.,"(17, 25)","(31, 43)"
Trajet initial de Nanterre en direction de Avignon.,"(18, 26)","(43, 50)"
Il est prévu que je me rende de Grenoble à Villeurbanne.,"(32, 40)","(43, 55)"
Je pars de Rennes pour arriver à Avignon.,"(11, 17)","(33, 40)"
Voyage sans escale de Perpignan à Clermont-Ferrand.,"(22, 31)","(34, 50)"
Aventure de Rouen à Le Havre.,"(12, 17)","(20, 28)"
Périples de Limoges à Montpellier.,"(12, 19)","(22, 33)"
Odyssée depuis Angers en direction de Nanterre.,"(15, 21)","(38, 46)"
Promenade depuis Rennes vers Dunkerque.,"(17, 23)","(29, 38)"
Parti de Mulhouse pour atteindre Angers.,"(9, 17)","(33, 39)"
Je suis en route de Toulon vers Poitiers.,"(20, 26)","(32, 40)"
Il est prévu que je me rende de Limoges à Dunkerque.,"(32, 39)","(42, 51)"
J'envisage un déplacement de Aix-en-Provence à Strasbourg.,"(29, 44)","(47, 57)"
Escapade de Lyon à Amiens.,"(12, 16)","(19, 25)"
Aventure de Rouen à Brest.,"(12, 17)","(20, 25)"
Je pars de Le Havre pour arriver à Roubaix.,"(11, 19)","(35, 42)"
Aventure de Tours à Saint-Paul.,"(12, 17)","(20, 30)"
Je dois me déplacer de Grenoble à Dijon.,"(23, 31)","(34, 39)"
Mon itinéraire est de Paris à Le Mans.,"(22, 27)","(30, 37)"
Je vais de Aix-en-Provence à Toulouse.,"(11, 26)","(29, 37)"
Je commence mon périple à Strasbourg pour finir à Nantes.,"(26, 36)","(50, 56)"
Mon itinéraire est de Metz à Mulhouse.,"(22, 26)","(29, 37)"
Je projette de quitter Nouméa pour Montreuil.,"(23, 29)","(35, 44)"
Promenade depuis Strasbourg vers Marseille.,"(17, 27)","(33, 42)"
Aventure de Nantes à Boulogne-Billancourt.,"(12, 18)","(21, 41)"
Je compte quitter Clermont-Ferrand pour Besançon.,"(18, 34)","(40, 48)"
Mon voyage débute à Metz et se termine à Lille.,"(20, 24)","(41, 46)"
Je m'apprête à partir de Strasbourg à Poitiers.,"(25, 35)","(38, 46)"
Périples de Tours à Nantes.,"(12, 17)","(20, 26)"
Mon voyage débute à Nanterre et se termine à Montreuil.,"(20, 28)","(45, 54)"
Je vais de Nantes à Angers.,"(11, 17)","(20, 26)"
Je vais de Nouméa à Strasbourg.,"(11, 17)","(20, 30)"
Course rapide de Tours à Amiens.,"(17, 22)","(25, 31)"
Je planifie un trajet de Besançon à Mulhouse.,"(25, 33)","(36, 44)"
Je suis en route de Avignon vers Angers.,"(20, 27)","(33, 39)"
Je commence mon périple à Montpellier pour finir à Saint-Paul.,"(26, 37)","(51, 61)"
Mon itinéraire est de Nouméa à Nîmes.,"(22, 28)","(31, 36)"
Je quitte Roubaix pour Le Mans.,"(10, 17)","(23, 30)"
Je pars de Brest pour arriver à Dunkerque.,"(11, 16)","(32, 41)"
Il est prévu que je me rende de Limoges à Angers.,"(32, 39)","(42, 48)"
Je dois effectuer le trajet de Nanterre à Saint-Paul.,"(31, 39)","(42, 52)"
Trajet initial de Besançon en direction de Bordeaux.,"(18, 26)","(43, 51)"
Je planifie de me déplacer de Nîmes vers Saint-Paul.,"(30, 35)","(41, 51)"
Je compte quitter Lille pour Lyon.,"(18, 23)","(29, 33)"
Je compte quitter Avignon pour Toulouse.,"(18, 25)","(31, 39)"
Je planifie de me déplacer de Brest vers Marseille.,"(30, 35)","(41, 50)"
Je quitte Nîmes pour Orléans.,"(10, 15)","(21, 28)"
J'envisage un déplacement de Roubaix à Marseille.,"(29, 36)","(39, 48)"
Je planifie un trajet de Vitry-sur-Seine à Boulogne-Billancourt.,"(25, 40)","(43, 63)"
Course rapide de Le Mans à Paris.,"(17, 24)","(27, 32)"
Je souhaite me rendre de Nouméa à Argenteuil.,"(25, 31)","(34, 44)"
Je dois me déplacer de Montpellier à Roubaix.,"(23, 34)","(37, 44)"
Je dois effectuer le trajet de Roubaix à Tours.,"(31, 38)","(41, 46)"
Parti de Nice pour atteindre Rennes.,"(9, 13)","(29, 35)"
Je dois effectuer le trajet de Angers à Dunkerque.,"(31, 37)","(40, 49)"
Je suis en route de Toulon vers Besançon.,"(20, 26)","(32, 40)"
Mon itinéraire est de Montpellier à Vitry-sur-Seine.,"(22, 33)","(36, 51)"
Trajet initial de Strasbourg en direction de Metz.,"(18, 28)","(45, 49)"
Je veux aller de Nanterre à Reims.,"(17, 25)","(28, 33)"
Je dois me déplacer de Toulon à Saint-Denis.,"(23, 29)","(32, 43)"
Course rapide de Saint-Étienne à Rouen.,"(17, 30)","(33, 38)"
Odyssée depuis Dijon en direction de Nanterre.,"(15, 20)","(37, 45)"
Mon itinéraire est de Paris à Lille.,"(22, 27)","(30, 35)"
Je commence mon périple à Angers pour finir à Le Mans.,"(26, 32)","(46, 53)"
Je veux aller de Besançon à Aix-en-Provence.,"(17, 25)","(28, 43)"
Mon voyage débute à Villeurbanne et se termine à Créteil.,"(20, 32)","(49, 56)"
J'envisage un déplacement de Dunkerque à Metz.,"(29, 38)","(41, 45)"
Je quitte Nanterre pour Rouen.,"(10, 18)","(24, 29)"
Aventure de Brest à Aix-en-Provence.,"(12, 17)","(20, 35)"
Aventure de Reims à Besançon.,"(12, 17)","(20, 28)"
Mon voyage débute à Limoges et se termine à Aix-en-Provence.,"(20, 27)","(44, 59)"
Je planifie de me déplacer de Bordeaux vers Saint-Paul.,"(30, 38)","(44, 54)"
Je dois effectuer le trajet de Reims à Rouen.,"(31, 36)","(39, 44)"
Je vais de Vitry-sur-Seine à Besançon.,"(11, 26)","(29, 37)"
Aventure de Toulon à Metz.,"(12, 18)","(21, 25)"
Promenade depuis Angers vers Orléans.,"(17, 23)","(29, 36)"
Course rapide de Saint-Denis à Avignon.,"(17, 28)","(31, 38)"
Je projette de quitter Amiens pour Saint-Denis.,"(23, 29)","(35, 46)"
Je m'apprête à partir de Metz à Mulhouse.,"(25, 29)","(32, 40)"
Je pars de Amiens pour arriver à Clermont-Ferrand.,"(11, 17)","(33, 49)"
Randonnée de Grenoble jusqu'à Le Havre.,"(13, 21)","(30, 38)"
Je dois me déplacer de Bordeaux à Vitry-sur-Seine.,"(23, 31)","(34, 49)"
Je quitte Marseille pour Orléans.,"(10, 19)","(25, 32)"
Je suis en route de Reims vers Clermont-Ferrand.,"(20, 25)","(31, 47)"
Je planifie un trajet de Aix-en-Provence à Saint-Paul.,"(25, 40)","(43, 53)"
Course rapide de Le Havre à Limoges.,"(17, 25)","(28, 35)"
J'envisage un déplacement de Avignon à Limoges.,"(29, 36)","(39, 46)"
Départ de Paris à Rennes.,"(10, 15)","(18, 24)"
Randonnée de Lyon jusqu'à Dunkerque.,"(13, 17)","(26, 35)"
Course rapide de Vitry-sur-Seine à Argenteuil.,"(17, 32)","(35, 45)"
Je planifie de me déplacer de Nîmes vers Boulogne-Billancourt.,"(30, 35)","(41, 61)"
Mon départ est prévu de Lyon à destination de Nanterre.,"(24, 28)","(46, 54)"
Départ de Dunkerque à Boulogne-Billancourt.,"(10, 19)","(22, 42)"
Je quitte Toulouse pour Le Havre.,"(10, 18)","(24, 32)"
Départ de Amiens à Lyon.,"(10, 16)","(19, 23)"
Promenade depuis Roubaix vers Nîmes.,"(17, 24)","(30, 35)"
J'envisage un déplacement de Tours à Lille.,"(29, 34)","(37, 42)"
Je planifie un trajet de Nîmes à Aix-en-Provence.,"(25, 30)","(33, 48)"
Aventure de Mulhouse à Paris.,"(12, 20)","(23, 28)"
Mon intention est de voyager de Limoges à Le Havre.,"(32, 39)","(42, 50)"
J'envisage un déplacement de Avignon à Reims.,"(29, 36)","(39, 44)"
Je dois effectuer le trajet de Avignon à Aix-en-Provence.,"(31, 38)","(41, 56)"
Je planifie un trajet de Saint-Paul à Dijon.,"(25, 35)","(38, 43)"
Trajet initial de Strasbourg en direction de Argenteuil.,"(18, 28)","(45, 55)"
J'envisage un déplacement de Roubaix à Aix-en-Provence.,"(29, 36)","(39, 54)"
Odyssée depuis Poitiers en direction de Nîmes.,"(15, 23)","(40, 45)"
Je dois me déplacer de Brest à Clermont-Ferrand.,"(23, 28)","(31, 47)"
Départ de Le Mans à Angers.,"(10, 17)","(20, 26)"
Périples de Nantes à Limoges.,"(12, 18)","(21, 28)"
Je dois me déplacer de Toulon à Tourcoing.,"(23, 29)","(32, 41)"
Je suis en route de Bordeaux vers Poitiers.,"(20, 28)","(34, 42)"
Course rapide de Roubaix à Nîmes.,"(17, 24)","(27, 32)"
Randonnée de Roubaix jusqu'à Poitiers.,"(13, 20)","(29, 37)"
Je projette de quitter Montreuil pour Limoges.,"(23, 32)","(38, 45)"
Je vais partir de Dijon à destination de Marseille.,"(18, 23)","(41, 50)"
Mon départ est prévu de Toulon à destination de Annecy.,"(24, 30)","(48, 54)"
Mon itinéraire est de Strasbourg à Saint-Denis.,"(22, 32)","(35, 46)"
Je pars de Saint-Paul pour arriver à Dunkerque.,"(11, 21)","(37, 46)"
J'envisage un déplacement de Saint-Paul à Dunkerque.,"(29, 39)","(42, 51)"
Je projette de quitter Nouméa pour Tourcoing.,"(23, 29)","(35, 44)"
Je vais partir de Rennes à destination de Perpignan.,"(18, 24)","(42, 51)"
Randonnée de Nice jusqu'à Dijon.,"(13, 17)","(26, 31)"
Départ de Nancy pour un voyage direct à Grenoble.,"(10, 15)","(40, 48)"
Randonnée de Nouméa jusqu'à Grenoble.,"(13, 19)","(28, 36)"
Je dois effectuer le trajet de Boulogne-Billancourt à Roubaix.,"(31, 51)","(54, 61)"
Mon intention est de voyager de Paris à Nîmes.,"(32, 37)","(40, 45)"
Je planifie de me déplacer de Tourcoing vers Strasbourg.,"(30, 39)","(45, 55)"
Je veux aller de Argenteuil à Tourcoing.,"(17, 27)","(30, 39)"
Je vais partir de Le Havre à destination de Toulouse.,"(18, 26)","(44, 52)"
Odyssée depuis Poitiers en direction de Le Mans.,"(15, 23)","(40, 47)"
Randonnée de Villeurbanne jusqu'à Toulon.,"(13, 25)","(34, 40)"
